date,equity,cash,positions,exposure,exposure_pct
2024-03-01,100000.0,100000.0,0,0.0,0.0
2024-03-02,100000.0,100000.0,0,0.0,0.0
2024-03-03,100000.0,100000.0,0,0.0,0.0
2024-03-04,100000.0,100000.0,0,0.0,0.0
2024-03-05,100000.0,100000.0,0,0.0,0.0
2024-03-06,100000.0,100000.0,0,0.0,0.0
2024-03-07,100000.0,100000.0,0,0.0,0.0
2024-03-08,100000.0,100000.0,0,0.0,0.0
2024-03-09,100000.0,100000.0,0,0.0,0.0
2024-03-10,100000.0,100000.0,0,0.0,0.0
2024-03-11,100000.0,100000.0,0,0.0,0.0
2024-03-12,100000.0,100000.0,0,0.0,0.0
2024-03-13,100000.0,100000.0,0,0.0,0.0
2024-03-14,100000.0,100000.0,0,0.0,0.0
2024-03-15,100000.0,100000.0,0,0.0,0.0
2024-03-16,100000.0,100000.0,0,0.0,0.0
2024-03-17,100000.0,100000.0,0,0.0,0.0
2024-03-18,100000.0,100000.0,0,0.0,0.0
2024-03-19,100000.0,100000.0,0,0.0,0.0
2024-03-20,100000.0,100000.0,0,0.0,0.0
2024-03-21,100000.0,100000.0,0,0.0,0.0
2024-03-22,100000.0,100000.0,0,0.0,0.0
2024-03-23,100000.0,100000.0,0,0.0,0.0
2024-03-24,100000.0,100000.0,0,0.0,0.0
2024-03-25,100000.0,100000.0,0,0.0,0.0
2024-03-26,100000.0,100000.0,0,0.0,0.0
2024-03-27,100000.0,100000.0,0,0.0,0.0
2024-03-28,100000.0,100000.0,0,0.0,0.0
2024-03-29,100000.0,100000.0,0,0.0,0.0
2024-03-30,100000.0,100000.0,0,0.0,0.0
2024-03-31,100000.0,100000.0,0,0.0,0.0
2024-04-01,100000.0,100000.0,0,0.0,0.0
2024-04-02,100000.0,100000.0,0,0.0,0.0
2024-04-03,100000.0,100000.0,0,0.0,0.0
2024-04-04,100000.0,100000.0,0,0.0,0.0
2024-04-05,100000.0,100000.0,0,0.0,0.0
2024-04-06,100000.0,100000.0,0,0.0,0.0
2024-04-07,100000.0,100000.0,0,0.0,0.0
2024-04-08,100000.0,100000.0,0,0.0,0.0
2024-04-09,100000.0,100000.0,0,0.0,0.0
2024-04-10,100000.0,100000.0,0,0.0,0.0
2024-04-11,100000.0,100000.0,0,0.0,0.0
2024-04-12,100000.0,100000.0,0,0.0,0.0
2024-04-13,100000.0,100000.0,0,0.0,0.0
2024-04-14,100000.0,100000.0,0,0.0,0.0
2024-04-15,100000.0,100000.0,0,0.0,0.0
2024-04-16,100000.0,100000.0,0,0.0,0.0
2024-04-17,100000.0,100000.0,0,0.0,0.0
2024-04-18,100000.0,100000.0,0,0.0,0.0
2024-04-19,100000.0,100000.0,0,0.0,0.0
2024-04-20,100000.0,100000.0,0,0.0,0.0
2024-04-21,100000.0,100000.0,0,0.0,0.0
2024-04-22,100000.0,100000.0,0,0.0,0.0
2024-04-23,100000.0,100000.0,0,0.0,0.0
2024-04-24,100000.0,100000.0,0,0.0,0.0
2024-04-25,100000.0,100000.0,0,0.0,0.0
2024-04-26,99723.08043453668,85434.18095943902,1,14288.899475097656,14.328578111340654
2024-04-27,99723.08043453668,85434.18095943902,1,14288.899475097656,14.328578111340654
2024-04-28,99723.08043453668,85434.18095943902,1,14288.899475097656,14.328578111340654
2024-04-29,99433.26085445855,85434.18095943902,1,13999.079895019531,14.078870364625901
2024-04-30,99526.14101192926,85434.18095943902,1,14091.960052490234,14.159054002506904
2024-05-01,99763.50053951715,85434.18095943902,1,14329.319580078125,14.363288680314664
2024-05-02,99816.82143185113,85434.18095943902,1,14382.64047241211,14.409034735925449
2024-05-03,99890.78148434137,85434.18095943902,1,14456.600524902344,14.472407073087645
2024-05-04,99890.78148434137,85434.18095943902,1,14456.600524902344,14.472407073087645
2024-05-05,99890.78148434137,85434.18095943902,1,14456.600524902344,14.472407073087645
2024-05-06,100091.67506583528,76218.22097953157,2,23873.45408630371,23.85158812718535
2024-05-07,99916.51365836458,76218.22097953157,2,23698.292678833008,23.718094047859214
2024-05-08,99798.22872336702,76218.22097953157,2,23580.00774383545,23.627681618676228
2024-05-09,99799.79828818636,76218.22097953157,2,23581.577308654785,23.62888273637545
2024-05-10,99894.56013663606,76218.22097953157,2,23676.339157104492,23.70132980686829
2024-05-11,99894.56013663606,76218.22097953157,2,23676.339157104492,23.70132980686829
2024-05-12,99894.56013663606,76218.22097953157,2,23676.339157104492,23.70132980686829
2024-05-13,100094.4169481595,76218.22097953157,2,23876.19596862793,23.85367405755887
2024-05-14,100611.71022971468,76218.22097953157,2,24393.489250183105,24.245179009966506
2024-05-15,100727.95946677522,76218.22097953157,2,24509.738487243652,24.33260697128299
2024-05-16,100699.75939353304,76218.22097953157,2,24481.538414001465,24.31141698991356
2024-05-17,101006.12069876985,76218.22097953157,2,24787.89971923828,24.540987761685386
2024-05-18,101006.12069876985,76218.22097953157,2,24787.89971923828,24.540987761685386
2024-05-19,101006.12069876985,76218.22097953157,2,24787.89971923828,24.540987761685386
2024-05-20,101147.30766471224,76218.22097953157,2,24929.086685180664,24.64631759435135
2024-05-21,100976.85109122591,76218.22097953157,2,24758.630111694336,24.519114870522703
2024-05-22,101627.22060569124,76218.22097953157,2,25408.999626159668,25.002159337551277
2024-05-23,102020.73063071565,76218.22097953157,2,25802.509651184082,25.291437820202837
2024-05-24,102892.62155326204,76218.22097953157,2,26674.40057373047,25.924502817651067
2024-05-25,102892.62155326204,76218.22097953157,2,26674.40057373047,25.924502817651067
2024-05-26,102892.62155326204,76218.22097953157,2,26674.40057373047,25.924502817651067
2024-05-27,102892.62155326204,76218.22097953157,2,26674.40057373047,25.924502817651067
2024-05-28,102942.94514640169,76218.22097953157,2,26724.724166870117,25.960714577247806
2024-05-29,102136.4172672411,90975.9172672411,1,11160.5,10.92705256225938
2024-05-30,102048.85059396228,90975.9172672411,1,11072.933326721191,10.850620327688748
2024-05-31,102590.9172672411,90975.9172672411,1,11615.0,11.321665025904641
2024-06-01,102590.9172672411,90975.9172672411,1,11615.0,11.321665025904641
2024-06-02,102590.9172672411,90975.9172672411,1,11615.0,11.321665025904641
2024-06-03,102729.06881637391,88248.03208846864,2,14481.036727905273,14.096337964271658
2024-06-04,103356.6522666913,88248.03208846864,2,15108.620178222656,14.617946544202947
2024-06-05,103191.5501396161,88248.03208846864,2,14943.518051147461,14.48133886052606
2024-06-06,103214.18012924012,88248.03208846864,2,14966.148040771484,14.500089059498949
2024-06-07,103252.50211257752,88248.03208846864,2,15004.470024108887,14.531822200056055
2024-06-08,103252.50211257752,88248.03208846864,2,15004.470024108887,14.531822200056055
2024-06-09,103252.50211257752,88248.03208846864,2,15004.470024108887,14.531822200056055
2024-06-10,103360.04237289247,88248.03208846864,2,15112.010284423828,14.620746990315817
2024-06-11,103908.68414591554,85634.14436625245,3,18274.539779663086,17.587115003786163
2024-06-12,104373.59442423585,85634.14436625245,3,18739.4500579834,17.954205909413467
2024-06-13,104584.30498026613,85634.14436625245,3,18950.160614013672,18.11950714554096
2024-06-14,104586.72387980226,85634.14436625245,3,18952.579513549805,18.121400891504468
2024-06-15,104586.72387980226,85634.14436625245,3,18952.579513549805,18.121400891504468
2024-06-16,104586.72387980226,85634.14436625245,3,18952.579513549805,18.121400891504468
2024-06-17,105005.82443522218,85634.14436625245,3,19371.680068969727,18.448195776911465
2024-06-18,104452.64421366456,85634.14436625245,3,18818.49984741211,18.01629818860082
2024-06-19,104452.64421366456,85634.14436625245,3,18818.49984741211,18.01629818860082
2024-06-20,104021.25440500978,85634.14436625245,3,18387.110038757324,17.676301005914212
2024-06-21,103356.9070644193,90461.12682149938,4,12895.780242919922,12.476940931371296
2024-06-22,103356.9070644193,90461.12682149938,4,12895.780242919922,12.476940931371296
2024-06-23,103356.9070644193,90461.12682149938,4,12895.780242919922,12.476940931371296
2024-06-24,103501.20689962438,90461.12682149938,4,13040.080078125,12.598964271760899
2024-06-25,103709.38695333531,90461.12682149938,4,13248.260131835938,12.774407911404467
2024-06-26,103840.82713888219,90461.12682149938,4,13379.700317382812,12.884816777786348
2024-06-27,103599.50670431188,90461.12682149938,4,13138.3798828125,12.681894249083015
2024-06-28,103839.80693624547,90461.12682149938,4,13378.680114746094,12.883960890798077
2024-06-29,103839.80693624547,90461.12682149938,4,13378.680114746094,12.883960890798077
2024-06-30,103839.80693624547,90461.12682149938,4,13378.680114746094,12.883960890798077
2024-07-01,104005.38698385289,90461.12682149938,4,13544.260162353516,13.02265253285034
2024-07-02,103995.6468715482,90461.12682149938,4,13534.520050048828,13.014506334833605
2024-07-03,104247.24687765172,90461.12682149938,4,13786.120056152344,13.224445219481169
2024-07-04,104247.24687765172,90461.12682149938,4,13786.120056152344,13.224445219481169
2024-07-05,104214.44670675328,90461.12682149938,4,13753.319885253906,13.197133717894282
2024-07-06,104214.44670675328,90461.12682149938,4,13753.319885253906,13.197133717894282
2024-07-07,104214.44670675328,90461.12682149938,4,13753.319885253906,13.197133717894282
2024-07-08,104186.28661153844,90461.12682149938,4,13725.159790039062,13.173672117918661
2024-07-09,104339.7464809232,90461.12682149938,4,13878.619659423828,13.301373759769778
2024-07-10,103987.70720480016,90461.12682149938,4,13526.580383300781,13.007864820656787
2024-07-11,104001.1869106107,90461.12682149938,4,13540.060089111328,13.019139964959288
2024-07-12,104105.20525674874,97093.00536661202,2,7012.199890136719,6.735686148298665
2024-07-13,104105.20525674874,97093.00536661202,2,7012.199890136719,6.735686148298665
2024-07-14,104105.20525674874,97093.00536661202,2,7012.199890136719,6.735686148298665
2024-07-15,104058.88543252999,97093.00536661202,2,6965.880065917969,6.694171321327986
2024-07-16,103932.33826457907,100728.0181962197,1,3204.320068359375,3.083082822790134
2024-07-17,103866.53809368063,100728.0181962197,1,3138.5198974609375,3.02168528485103
2024-07-18,103868.35816204001,100728.0181962197,1,3140.3399658203125,3.023384620098856
2024-07-19,103863.45829021384,100728.0181962197,1,3135.4400939941406,3.0188096425916586
2024-07-20,103863.45829021384,100728.0181962197,1,3135.4400939941406,3.0188096425916586
2024-07-21,103863.45829021384,100728.0181962197,1,3135.4400939941406,3.0188096425916586
2024-07-22,103878.1581193154,100728.0181962197,1,3150.139923095703,3.0325334797305743
2024-07-23,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-07-24,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-07-25,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-07-26,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-07-27,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-07-28,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-07-29,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-07-30,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-07-31,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-01,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-02,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-03,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-04,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-05,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-06,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-07,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-08,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-09,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-10,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-11,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-12,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-13,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-14,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-15,103789.05884515154,103789.05884515154,0,0.0,0.0
2024-08-16,104110.1256811627,96570.1256811627,1,7540.0,7.242331089956854
2024-08-17,104110.1256811627,96570.1256811627,1,7540.0,7.242331089956854
2024-08-18,104110.1256811627,96570.1256811627,1,7540.0,7.242331089956854
2024-08-19,103950.6256811627,96570.1256811627,1,7380.5,7.1000053646983
2024-08-20,104023.1256811627,96570.1256811627,1,7453.0,7.164752982758762
2024-08-21,103747.04555726133,96570.1256811627,1,7176.919876098633,6.917710126152421
2024-08-22,104073.58539795957,96570.1256811627,1,7503.459716796875,7.209763830183164
2024-08-23,103904.80562806211,96570.1256811627,1,7334.679946899414,7.059038225002462
2024-08-24,103904.80562806211,96570.1256811627,1,7334.679946899414,7.059038225002462
2024-08-25,103904.80562806211,96570.1256811627,1,7334.679946899414,7.059038225002462
2024-08-26,104011.52585816465,96570.1256811627,1,7441.400177001953,7.154399587550923
2024-08-27,103855.50571656309,96570.1256811627,1,7285.380035400391,7.014919416292924
2024-08-28,103390.34546876035,96570.1256811627,1,6820.219787597656,6.596573168099533
2024-08-29,103404.8679721797,82741.40781287794,2,20663.460159301758,19.9830632392095
2024-08-30,102215.78718874515,88849.58693239749,1,13366.200256347656,13.076453866824393
2024-08-31,102215.78718874515,88849.58693239749,1,13366.200256347656,13.076453866824393
2024-09-01,102215.78718874515,88849.58693239749,1,13366.200256347656,13.076453866824393
2024-09-02,102215.78718874515,88849.58693239749,1,13366.200256347656,13.076453866824393
2024-09-03,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-04,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-05,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-06,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-07,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-08,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-09,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-10,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-11,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-12,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-13,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-14,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-15,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-16,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-17,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-18,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-19,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-20,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-21,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-22,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-23,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-24,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-25,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-26,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-27,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-28,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-29,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-09-30,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-01,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-02,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-03,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-04,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-05,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-06,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-07,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-08,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-09,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-10,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-11,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-12,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-13,102133.41943854558,102133.41943854558,0,0.0,0.0
2024-10-14,101595.31682685518,90540.91631415987,1,11054.400512695312,10.880817008066309
2024-10-15,101941.39641669893,90540.91631415987,1,11400.480102539062,11.183366623641385
