week,week_start,week_end,start_equity,end_equity,weekly_return,weekly_return_pct,trades,realized_pnl,volatility_annualized,max_drawdown,max_drawdown_pct
2024-02-26/2024-03-03,2024-03-01,2024-03-03,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2024-03-04/2024-03-10,2024-03-04,2024-03-10,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2024-03-11/2024-03-17,2024-03-11,2024-03-17,100000.0,100000.0,0.0,0.0,0,0.0,0.0,0.0,0.0
2024-03-18/2024-03-24,2024-03-18,2024-03-24,100000.0,100192.4263800598,0.0019242638005980695,0.19242638005980695,0,0.0,0.010689132623150485,0.0,0.0
2024-03-25/2024-03-31,2024-03-25,2024-03-31,99581.23565133054,99283.30794747312,-0.002991805654034785,-0.2991805654034785,0,0.0,0.03840123770394533,0.003889542564706455,0.3889542564706455
2024-04-01/2024-04-07,2024-04-01,2024-04-07,99017.06581527318,99328.52730208958,0.00314553339115764,0.314553339115764,1,-1170.0505608183812,0.07410001020235644,0.009111161238472028,0.9111161238472029
2024-04-08/2024-04-14,2024-04-08,2024-04-14,99660.86705428685,99239.20592147436,-0.00423095990708966,-0.423095990708966,0,0.0,0.06864410234052701,0.011028268984304528,1.1028268984304528
2024-04-15/2024-04-21,2024-04-15,2024-04-21,99141.76546126929,99349.16186395375,0.002091917586090286,0.2091917586090286,1,63.09146191908621,0.03190403299190065,0.0033642733485474627,0.3364273348547463
2024-04-22/2024-04-28,2024-04-22,2024-04-28,99693.68112054555,101066.54101434437,0.013770781441391655,1.3770781441391655,0,0.0,0.17786072576155101,0.009886781283459906,0.9886781283459906
2024-04-29/2024-05-05,2024-04-29,2024-05-05,100480.16186395375,101366.83488298772,0.008824358983761327,0.8824358983761327,0,0.0,0.04684809325837313,0.0,0.0
2024-05-06/2024-05-12,2024-05-06,2024-05-12,101910.29502009382,101560.88555399414,-0.0034285983180677437,-0.3428598318067744,0,0.0,0.04338466063786149,0.005365130161039937,0.5365130161039937
2024-05-13/2024-05-19,2024-05-13,2024-05-19,101888.49181620117,103182.99527994629,0.012705099866237024,1.2705099866237024,0,0.0,0.029344801738587084,0.0,0.0
2024-05-20/2024-05-26,2024-05-20,2024-05-26,103434.05228777169,104031.61510820626,0.005777234935860909,0.5777234935860909,1,-269.076319968637,0.05083064272328408,0.005200777357297961,0.5200777357297961
2024-05-27/2024-06-02,2024-05-27,2024-06-02,104031.61510820626,103414.23009008009,-0.005934590340484491,-0.5934590340484491,1,3121.96641347687,0.05564490642445222,0.009250090016569444,0.9250090016569444
2024-06-03/2024-06-09,2024-06-03,2024-06-09,103500.31720250685,103724.11999028761,0.0021623391486123023,0.21623391486123023,0,0.0,0.023474936261115104,0.001378201985341084,0.1378201985341084
2024-06-10/2024-06-16,2024-06-10,2024-06-16,104240.44008153517,105134.80984777052,0.008579873276971961,0.8579873276971961,0,0.0,0.030576608516277057,0.0,0.0
