trade_id,symbol,asset_class,entry_date,exit_date,entry_price,exit_price,quantity,entry_fill_id,exit_fill_id,realized_pnl,entry_slippage_bps,entry_fee_bps,entry_total_cost,exit_slippage_bps,exit_fee_bps,exit_total_cost,total_cost,initial_stop_price,stop_price,exit_reason,triggered_on,holding_days,r_multiple,adv20_at_entry
1,NVDA,equity,2024-03-25,2024-04-03,93.99972773400823,88.44042845734899,206,631e0962-ae0c-4bc5-bdd0-b19d792acbca,84d2e92d-b177-4166-b6ec-aa948fe45419,-1170.0505608183812,6.251353587419372,1,14.04148041616116,4.924359403724704,1,10.79342941041519,24.83490982657635,84.62607407569885,84.62607407569885,trailing_ma_cross,20D,9,-0.5930770945149166,51727400960.0
2,AMZN,equity,2024-03-26,2024-04-18,180.14999389648438,181.3719390730914,58,67799e7b-7095-4270-abd8-339927c72311,8815edc0-0258-49e3-acc9-04ae33ac10d9,63.09146191908621,0.0,1,1.0448699645996093,5.403766294819523,1,6.736488359521472,7.781358324121081,171.1182153224945,171.1182153224945,trailing_ma_cross,20D,23,0.13529396968677201,6286435840.0
3,AMZN,equity,2024-05-10,2024-05-22,189.20517127398745,183.78092155311788,48,b8d6f5a4-f610-4bcd-896a-03d04980b908,d21d5003-5fb5-4320-91a0-74380323c68a,-269.076319968637,2.3877992706511777,1,3.07674787797814,5.38847765192123,1,5.635585488919594,8.712333366897735,177.91665863990784,177.91665863990784,trailing_ma_cross,20D,12,-0.48051057714139905,8279254528.0
4,GOOGL,equity,2024-04-02,2024-05-31,153.57161168273046,171.7390194962046,174,4c108e17-e7a9-4c40-bcdf-a7bdba89cad0,7f7b025a-eee9-41be-a869-3bcc6d26c11c,3121.96641347687,4.665256203938714,1,15.138391949519534,7.039515519451495,1,24.024154118111085,39.162546067630615,147.05931413173676,147.05931413173676,trailing_ma_cross,20D,59,2.7897078828503448,4789746688.0
5,NVDA,equity,2024-05-07,2024-06-25,91.1374964254773,121.01967154114038,51,c70a654a-ccf6-40c4-9882-68e5ef5877c6,64119e1a-7750-44ef-bf00-0bb3af15b10a,1511.7108037477522,4.335644350987562,1,2.48001406662531,14.878334293919565,1,9.80011308443991,12.280127151065221,82.3451007604599,82.3451007604599,trailing_ma_cross,20D,49,3.398638579762319,39816425472.0
6,AAPL,equity,2024-05-06,2024-07-25,182.51041590124302,218.80386255176552,40,235df7d6-2e76-442b-911f-203128e215e4,d2f78b73-61b0-4796-b6c6-0f7d1346accb,1438.8284643725713,8.577381995596191,1,6.99188788504535,5.761208068120055,1,5.917513763283315,12.909401648328664,172.8173167705536,172.8173167705536,trailing_ma_cross,20D,80,3.744256213744209,11316318208.0
7,NVDA,equity,2024-08-19,2024-09-04,124.3563517836794,105.38347006220758,117,0bb0fa91-b679-4fdc-945a-b8a9bbeab940,80563de3-0c72-4fcf-9e79-937d34827f4a,-2234.557556875586,6.143627706184463,1,10.393759116490392,2.517180436389091,1,4.336636346892625,14.730395463383017,106.78839802742004,106.78839802742004,trailing_ma_cross,20D,16,-1.0799710646273701,40851251200.0
8,AAPL,equity,2024-08-27,2024-09-05,226.05752223651336,221.53969110221925,138,9c9a6947-3712-494d-b7c7-2e63d17af466,9eb8c0fe-f841-4e8c-8a6d-00f7a6b16caa,-650.0367642197473,2.7667479668493806,1,11.750723629400454,3.849245246734778,1,14.825344057759281,26.576067687159735,215.04108476638794,215.04108476638794,trailing_ma_cross,20D,9,-0.4100991038659866,11315445760.0
9,AMZN,equity,2024-09-12,2024-10-02,184.90826490228014,184.31870861683174,29,f5aab1fc-acf6-407f-a7c3-a36f5f807dde,ac462dbb-a924-4df2-88a2-6125cc1caeb3,-24.824531117382847,5.858325147970966,1,3.677666909416256,6.576329590596188,1,4.049731929963119,7.727398839379376,171.38703513145447,171.38703513145447,trailing_ma_cross,20D,20,-0.0436022680954999,5954949632.0
10,MSFT,equity,2024-09-13,2024-10-02,426.09573852844846,422.4699491483162,18,aa310f59-f5dc-48f6-bd50-ebd42008d951,ff85f270-00ee-43c1-9f7e-3b264e4d120d,-73.64795688966639,6.3576895122728265,1,5.643144263870838,2.603943098253103,1,2.740603783414344,8.38374804728518,405.6008954048157,405.6008954048157,trailing_ma_cross,20D,19,-0.17691227779886534,7331275264.0
11,AAPL,equity,2024-10-21,2024-10-31,234.55611249246695,229.29368917156725,86,f60645ac-7ae9-4f83-af8d-4bcc109666b7,6a00d5a9-4310-40a7-8bce-137542efb939,-469.66919342385006,4.526148245085267,1,11.147249905048708,2.019149169913503,1,5.9535379214271815,17.10078782647589,224.07102584838867,224.07102584838867,trailing_ma_cross,20D,10,-0.5018960261879941,9335060480.0
12,NVDA,equity,2024-10-07,2024-11-01,125.00188358362985,134.65664206282275,157,7ae86bee-e6d2-4ded-a4c8-3a5f2cb0d629,e658b3f7-7dc0-4a3a-bc29-88cb050ef5a0,1503.0496807293148,0.9509336797709036,1,3.82876504007425,3.2186255680537053,1,8.918635463897338,12.747400503971589,111.96618628501892,111.96618628501892,trailing_ma_cross,20D,25,0.7406399717659683,33912107008.0
13,MSFT,equity,2024-10-30,2024-11-01,437.43499755859375,408.6260133880364,40,532150ad-0e66-45b5-af13-8e21a002b344,546b77d4-9146-4a3a-9c24-f2335bf8c409,-1171.0890454699304,0.0,1,1.749739990234375,9.388434718471249,1,16.9799386574031,18.729678647637474,414.83447766304016,414.83447766304016,hard_stop,20D,2,-1.2747044892637707,7094929920.0
14,AMZN,equity,2024-10-30,2024-11-01,194.76108207452953,198.9319769501267,72,b482b5c7-456d-441d-b375-4efbe56a75c9,d489dbdb-fa3d-4368-bcf6-0188044e2c4e,287.81485900442556,3.393756790112305,1,6.161276353065005,3.418243712224971,1,6.328295685506737,12.489572038571742,181.2851506471634,181.2851506471634,trailing_ma_cross,20D,2,0.30950698273272415,5458917376.0
15,NVDA,equity,2024-11-07,2024-11-18,146.4878846175919,139.4855731158586,46,5fbf1c5f-9e0f-448e-9e2b-a50e0b433a97,dd491543-6885-4cae-9e9b-a9ab3cad3f6b,-328.59110630076066,6.686606212963612,1,5.179575546517202,1.0341852431111151,1,1.30520167451221,6.484777221029412,133.80736899375916,133.80736899375916,trailing_ma_cross,20D,11,-0.5522103130075089,31102074880.0
16,GOOGL,equity,2024-10-31,2024-11-22,173.21373786327138,165.792630264097,71,95d95420-8660-4017-acec-39f33c91ca0e,9f71618b-018d-46c4-88d8-5c60e7a4bfaa,-539.32577694761,4.8364222316946766,1,7.1777344245509305,3.4595017972331403,1,5.249402981678325,12.427137406229257,164.8757073879242,164.8757073879242,trailing_ma_cross,20D,22,-0.8900312395254677,3975667200.0
17,AMZN,equity,2024-11-04,2024-11-22,196.46913686318806,198.25,32,cf5dd4ac-2ef8-421b-b4e8-4a41ac65e5d5,6e3ddab8-6115-4558-9fdd-203767828ce1,55.11198218874064,0.9742893989914907,1,1.2412381892416016,0.0,1,0.6344000000000001,1.8756381892416016,185.79038262367249,185.79038262367249,trailing_ma_cross,20D,18,0.1667669371228766,6632355328.0
18,MSFT,equity,2024-12-05,2024-12-23,438.50098203285387,436.29828146696207,26,46edd0fd-cbd9-4188-89fa-716fbe034515,018f3e3c-5c6a-4721-a222-c651584fa723,-86.14272875985122,13.266546111286956,1,16.26532564804244,10.113769686534404,1,12.607188398621902,28.872514046664342,417.57565426826477,417.57565426826477,trailing_ma_cross,20D,18,-0.10526480591712999,9403317248.0
19,NVDA,equity,2025-01-07,2025-01-10,153.04826662400336,137.27991103370508,151,06ed9408-c2a2-4024-b7c9-5fe1b2b15170,de756ebd-a84a-4695-865b-df4e98747447,-2413.815615451722,1.193742720526763,1,5.069802664014262,12.37438474452351,1,27.724118652666824,32.793921316681086,136.10849165916443,136.10849165916443,data_missing,20D,3,-0.9308479966840111,27653910528.0
20,GOOGL,equity,2025-01-22,2025-01-28,199.20692375560603,192.6293426110793,41,a8b4b47f-d47b-44dd-b1e2-e986a34eb7d2,9916ad46-3a8a-40c0-a39d-31ef0fe7d9fc,-282.05468355411557,7.381000643741256,1,6.845168760557142,6.000285820022447,1,5.528687867962395,12.373856628519537,185.87931036949158,185.87931036949158,trailing_ma_cross,20D,6,-0.49353030838812234,4608060416.0
21,MSFT,equity,2025-01-23,2025-01-31,442.33560900372686,418.97099931636785,22,b48fc57b-c2df-4f16-ac33-edc793ac23d3,e3e2a10d-9bab-4fdc-baf1-b4a0912e1e52,-523.5035444045936,7.592963885222474,1,8.36214260929721,0.21508591636712815,1,1.1199886733982765,9.482131282695487,423.94322538375854,423.94322538375854,hard_stop,20D,8,-1.2703415810657857,8581423616.0
22,AMZN,equity,2025-01-22,2025-02-10,232.05698177076312,230.42213556245508,38,77cc9b73-072b-43ec-955f-5e934208fdb5,cad24571-8c03-43b1-971d-6b00b05bd12d,-69.95323638728642,1.593720266411088,1,2.2871854070078634,5.329224553386324,1,5.54189506457329,7.829080471581154,217.70071005821228,217.70071005821228,trailing_ma_cross,20D,19,-0.11387679482819935,7168284160.0
