week,week_start,week_end,start_equity,end_equity,weekly_return,weekly_return_pct,trades,realized_pnl,volatility_annualized,max_drawdown,max_drawdown_pct
2024-06-24/2024-06-30,2024-06-24,2024-06-30,102719.59745475225,103563.73721000127,0.008217903653885195,0.8217903653885195,1,238.58068853615345,0.059999093794078,0.0055765629335770475,0.5576562933577047
2024-07-01/2024-07-07,2024-07-01,2024-07-07,103984.03028742579,104718.3098437002,0.007061464671495932,0.7061464671495932,0,0.0,0.03925617217636867,0.00028363311073846277,0.028363311073846275
2024-07-08/2024-07-14,2024-07-08,2024-07-14,104522.15962092188,104488.62312984868,-0.00032085532096570724,-0.032085532096570724,0,0.0,0.06499302260543469,0.009014854681484408,0.9014854681484408
2024-07-15/2024-07-21,2024-07-15,2024-07-21,104445.93370724126,103775.71836116641,-0.006416863943726536,-0.6416863943726536,3,762.5564140181419,0.02266444484900144,0.006416863943726573,0.6416863943726573
2024-07-22/2024-07-28,2024-07-22,2024-07-28,103832.41770198672,103485.78853844179,-0.003338352040879955,-0.3338352040879955,2,1272.841058020742,0.019283731928330265,0.0033383520408799866,0.33383520408799866
2024-07-29/2024-08-04,2024-07-29,2024-08-04,103485.78853844179,103485.78853844179,0.0,0.0,0,0.0,0.0,0.0,0.0
2024-08-05/2024-08-11,2024-08-05,2024-08-11,103485.78853844179,103466.84947243647,-0.00018301127403863582,-0.018301127403863582,0,0.0,0.0010166130959397095,0.00018301127403868065,0.018301127403868064
2024-08-12/2024-08-18,2024-08-12,2024-08-18,103655.69895974116,103907.02143703493,0.002424589094627283,0.2424589094627283,0,0.0,0.020697508207059838,0.001432257658515089,0.1432257658515089
2024-08-19/2024-08-25,2024-08-19,2024-08-25,103688.30560233296,103508.36583640278,-0.0017353911309948566,-0.17353911309948566,0,0.0,0.03490659308973152,0.004213895198281612,0.4213895198281612
2024-08-26/2024-09-01,2024-08-26,2024-09-01,103741.54582144917,102326.24780477158,-0.013642538343446975,-1.3642538343446975,0,0.0,0.06676476586535816,0.013642538343446975,1.3642538343446975
2024-09-02/2024-09-08,2024-09-02,2024-09-08,102326.24780477158,102155.55483398405,-0.0016681249869847647,-0.16681249869847647,3,-1335.0574853451883,0.017061952228036796,0.0035292163456795184,0.35292163456795184
2024-09-09/2024-09-15,2024-09-09,2024-09-15,102256.75429687467,101414.65958757178,-0.008235101095210862,-0.8235101095210862,1,-100.82122425434693,0.06395852122738711,0.010803843947224459,1.0803843947224459
2024-09-16/2024-09-22,2024-09-16,2024-09-22,101414.65958757178,101492.67098120137,0.0007692319231444866,0.07692319231444866,1,-635.2502412704919,0.005622546690410803,0.00019266045207695602,0.019266045207695603
2024-09-23/2024-09-29,2024-09-23,2024-09-29,101517.16123083516,101701.68819916969,0.0018176923595700778,0.18176923595700778,0,0.0,0.008983368235031226,0.0005337328220742484,0.053373282207424835
2024-09-30/2024-10-06,2024-09-30,2024-10-06,101611.36803925758,101960.70195595552,0.0034379412799852016,0.34379412799852016,0,0.0,0.025275814684772916,0.0019463329733784473,0.19463329733784474
2024-10-07/2024-10-13,2024-10-07,2024-10-13,102211.25188271333,102201.00194374849,-0.00010028190415478644,-0.010028190415478644,1,9.921416712007714,0.01696182479787942,0.0011877346091788328,0.11877346091788328
2024-10-14/2024-10-20,2024-10-14,2024-10-20,101679.82785698326,102513.25902324336,0.008196622514274443,0.8196622514274443,1,112.6144440309187,0.040564437508210184,0.0,0.0
2024-10-21/2024-10-27,2024-10-21,2024-10-27,102416.89771037715,101966.89313865702,-0.0043938508369262275,-0.43938508369262275,1,469.1784642819971,0.02200674560059951,0.004393850836926226,0.4393850836926226
2024-10-28/2024-11-03,2024-10-28,2024-11-03,101935.1423299412,101661.42965992593,-0.0026851649368313524,-0.26851649368313524,2,421.9373237804979,0.016935364350011146,0.0026851649368313676,0.26851649368313674
2024-11-04/2024-11-10,2024-11-04,2024-11-10,102111.94989308022,105240.88964720463,0.03064224860460185,3.064224860460185,0,0.0,0.06968895767754049,0.0,0.0
2024-11-11/2024-11-17,2024-11-11,2024-11-17,104997.8895556519,104023.5503422975,-0.009279607594759987,-0.9279607594759987,0,0.0,0.06570474083946669,0.015098129703858763,1.5098129703858763
2024-11-18/2024-11-24,2024-11-18,2024-11-24,104403.9807317018,104002.3218669104,-0.0038471604432746,-0.38471604432746,2,-370.25556391393815,0.04307124371140741,0.003968414084220508,0.3968414084220508
2024-11-25/2024-12-01,2024-11-25,2024-12-01,104041.8023356604,104480.80874595138,0.004219519466556854,0.42195194665568536,0,0.0,0.032627120160418084,0.0027943881852114795,0.27943881852114794
2024-12-02/2024-12-08,2024-12-02,2024-12-08,104396.56893882247,105912.18523722177,0.01451787461796239,1.451787461796239,0,0.0,0.05679235742734844,0.0017240171143359554,0.17240171143359553
2024-12-09/2024-12-15,2024-12-09,2024-12-15,106214.16472940927,108336.04432230478,0.019977369292515812,1.9977369292515812,0,0.0,0.06713275703596168,0.0016400725080270347,0.16400725080270348
2024-12-16/2024-12-22,2024-12-16,2024-12-22,108626.46433573251,106929.051973356,-0.01562614021137887,-1.562614021137887,2,149.11316967074015,0.09597151552943524,0.0180936804929365,1.8093680492936501
2024-12-23/2024-12-29,2024-12-23,2024-12-29,107956.03213693023,106449.44175506683,-0.013955592402214778,-1.3955592402214778,0,0.0,0.07729485815745041,0.01395559240221476,1.395559240221476
2024-12-30/2025-01-05,2024-12-30,2025-01-05,105691.60041016492,105554.6350769861,-0.0012958961038274097,-0.12958961038274097,3,3347.4662348520865,0.03899852879265947,0.0012958961038273896,0.12958961038273895
2025-01-06/2025-01-12,2025-01-06,2025-01-12,105345.66332740831,105300.27332821966,-0.0004308672778260414,-0.04308672778260414,1,-254.36174876643844,0.010851572460643695,0.0004308672778260255,0.04308672778260255
2025-01-13/2025-01-19,2025-01-13,2025-01-19,105300.27332821966,105300.27332821966,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-01-20/2025-01-26,2025-01-20,2025-01-26,105300.27332821966,105174.75027105576,-0.0011920487307059968,-0.11920487307059968,0,0.0,0.035781144508155886,0.005412038093884957,0.5412038093884958
2025-01-27/2025-02-02,2025-01-27,2025-02-02,106189.66504024752,104895.94768802196,-0.012183081580822597,-1.2183081580822597,2,-1266.4795957664091,0.08943215896850573,0.014315360038234025,1.4315360038234024
2025-02-03/2025-02-09,2025-02-03,2025-02-09,105642.58843509227,104157.34068224652,-0.014059176084636582,-1.4059176084636582,2,-1189.2332211262403,0.06864388552009608,0.01454988810389456,1.454988810389456
2025-02-10/2025-02-16,2025-02-10,2025-02-16,104200.54002306683,104194.94068294442,-5.373619101367577e-05,-0.005373619101367577,1,-131.71956214564293,0.025203261286766684,0.0035218880608625523,0.35218880608625525
2025-02-17/2025-02-23,2025-02-17,2025-02-23,104194.94068294442,103892.49326258965,-0.0029027073519346525,-0.29027073519346525,1,1065.6516779447295,0.012660205233561551,0.0032299791648956093,0.32299791648956094
2025-02-24/2025-03-02,2025-02-24,2025-03-02,103891.17298060723,103662.64566885246,-0.002199679772577179,-0.21996797725771788,1,-115.84695827366045,0.008312449956819436,0.002199679772577215,0.2199679772577215
2025-03-03/2025-03-09,2025-03-03,2025-03-09,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-03-10/2025-03-16,2025-03-10,2025-03-16,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-03-17/2025-03-23,2025-03-17,2025-03-23,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-03-24/2025-03-30,2025-03-24,2025-03-30,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-03-31/2025-04-06,2025-03-31,2025-04-06,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-04-07/2025-04-13,2025-04-07,2025-04-13,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-04-14/2025-04-20,2025-04-14,2025-04-20,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-04-21/2025-04-27,2025-04-21,2025-04-27,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-04-28/2025-05-04,2025-04-28,2025-05-04,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-05-05/2025-05-11,2025-05-05,2025-05-11,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-05-12/2025-05-18,2025-05-12,2025-05-18,103662.64566885246,103662.64566885246,0.0,0.0,0,0.0,0.0,0.0,0.0
2025-05-19/2025-05-25,2025-05-19,2025-05-25,103737.08681233288,103815.20647175671,0.000753054301256384,0.0753054301256384,0,0.0,0.023503620996517323,0.0023876768754711158,0.23876768754711158
2025-05-26/2025-06-01,2025-05-26,2025-06-01,103815.20647175671,103364.50737224585,-0.004341359178758442,-0.43413591787584416,0,0.0,0.02640313485615368,0.005533869350483108,0.5533869350483108
2025-06-02/2025-06-08,2025-06-02,2025-06-08,103665.86689983374,103881.09786195308,0.0020761989317785723,0.20761989317785723,1,-774.7914493612126,0.04886786787248207,0.00669631530820559,0.669631530820559
2025-06-09/2025-06-15,2025-06-09,2025-06-15,104150.31842774898,104673.44783753902,0.0050228306325625915,0.5022830632562592,0,0.0,0.08830278490474966,0.007896001576430178,0.7896001576430177
2025-06-16/2025-06-22,2025-06-16,2025-06-22,104576.31688661128,105025.58783692867,0.004296106075379447,0.42961060753794467,0,0.0,0.04087441393728206,0.0028757796711068825,0.2875779671106882
2025-06-23/2025-06-29,2025-06-23,2025-06-29,106243.90618104488,107769.95780152828,0.014363662588637638,1.4363662588637638,0,0.0,0.0655568548767348,5.0749306532636566e-05,0.005074930653263657
2025-06-30/2025-07-06,2025-06-30,2025-06-30,106589.52674073726,106589.52674073726,0.0,0.0,0,0.0,0.0,0.0,0.0
