trade_id,symbol,asset_class,entry_date,exit_date,entry_price,exit_price,quantity,entry_fill_id,exit_fill_id,realized_pnl,entry_slippage_bps,entry_fee_bps,entry_total_cost,exit_slippage_bps,exit_fee_bps,exit_total_cost,total_cost,initial_stop_price,stop_price,exit_reason,triggered_on,holding_days,r_multiple,adv20_at_entry
1,GOOGL,equity,2024-04-12,2024-07-19,158.04036083608173,178.7857448765577,90,befb33e1-cd6d-4d0b-a7ff-59550d35933a,2fd18d6b-93a9-4aaa-b737-2e2f66443964,1848.3386485719034,5.086991567435878,1,8.657913093513775,5.269454588653005,1,10.08800197741872,18.745915070932497,151.14831173419952,151.14831173419952,trailing_ma_cross,20D,98,3.0100458853101357,4440557056.0
2,AMZN,equity,2024-06-27,2024-07-19,195.10479748517037,181.03250738622546,13,97b1a84d-b3ae-4b4c-bc3a-443917e1f120,453d49c3-b585-4190-980a-2b4218ba5f1f,-186.12328430293255,5.117438007184135,1,1.5516039545756684,5.934194754619477,1,1.6319090620731291,3.1835130166487975,183.67650270462036,183.67650270462036,trailing_ma_cross,20D,22,-1.2313551907056823,7221303296.0
3,MSFT,equity,2024-06-12,2024-07-22,435.47888886776445,441.30905265116786,31,b57be47c-5dc9-4436-a5ef-bff4a33dbf1e,3f7aab57-2721-475c-9f2f-ced32d43ce9a,158.19650789408936,3.649764331355242,1,6.277110033998189,10.88652718376575,1,16.261459357418055,22.538569391416242,415.2236387729645,415.2236387729645,trailing_ma_cross,20D,40,0.2878346974792552,7789883904.0
4,NVDA,equity,2024-05-07,2024-07-25,91.16797876627744,113.0044434568861,8,f5b8b3dc-acca-42af-86c5-df428038e958,ed2ec38d-aee0-46e0-ad35-966c1969cecd,173.6837457983289,7.681748649996262,1,0.6331979812616138,3.145564256303711,1,0.37477374527868856,1.0079717265403023,82.3451007604599,82.3451007604599,trailing_ma_cross,20D,79,2.47498204964529,39816425472.0
5,AAPL,equity,2024-06-04,2024-08-06,194.76782047712211,205.1914519461258,59,eb47e91c-3e1e-4f1f-8009-2c78b1f68a08,09aae28e-43fc-471d-960c-d164fa821878,598.3912877625811,6.824362218249643,1,8.99121045764494,5.287438091496001,1,7.611758450991111,16.60296890863605,186.211217045784,186.211217045784,trailing_ma_cross,20D,63,1.218197331762235,10141179904.0
6,NVDA,equity,2024-08-19,2024-08-30,124.32752680390145,119.4657110665778,43,471d74a2-e5be-459e-be8f-e2e4d3e3fa5b,a687da90-7090-471c-9ff9-7268f9d3da4e,-214.91375911796442,3.8242697997594557,1,2.579094991207038,5.378374749068534,1,3.276587421840282,5.85568241304732,106.78839802742004,106.78839802742004,trailing_ma_cross,20D,11,-0.2771982462346115,40851251200.0
7,AAPL,equity,2024-08-30,2024-09-05,230.32700730116562,221.58266820080644,63,4dba80a0-02b8-49b2-a0b3-cb5441b5c14d,29df3eb8-a067-4ee5-b594-4214f97a34f5,-565.043231591479,5.951816252065578,1,10.087503505668982,1.9100642614124335,1,4.062364763181329,14.149868268850312,217.61984539031982,217.61984539031982,trailing_ma_cross,20D,6,-0.6881425735903883,11058880512.0
8,META,equity,2024-08-12,2024-09-09,516.9770287789149,505.94506899218464,15,5e94624f-0307-4225-891b-f7f18b524999,3b4a38ab-b664-4799-ae68-776e410f9f1d,-171.99247993489556,2.2645093578448203,1,2.531514522359368,4.246377990550114,1,3.9815686115819346,6.5130831339413024,467.6960620880127,467.6960620880127,trailing_ma_cross,20D,28,-0.22385842907515235,8847598592.0
9,TSLA,equity,2024-09-06,2024-09-09,232.83621955369733,216.09323888070753,27,2f5a152b-8b51-4ce9-96c3-147e128da4a6,790564cd-40f5-4707-b3d0-35a2aba0c6c2,-462.5378721858944,10.155350128262985,1,7.012897789489037,4.937931038001897,1,3.464496225680701,10.477394015169738,202.71463251113892,202.71463251113892,trailing_ma_cross,20D,3,-0.5558465644367891,15810460672.0
10,ADBE,equity,2024-08-20,2024-09-16,564.5684492601192,536.9930598872786,22,2a0faeac-f793-429e-b716-0226b3202903,42285e59-23cd-44aa-a64d-9494e784d548,-619.9750594288665,1.5672618060919956,1,3.1886690367622,7.572841613240627,1,10.127824189610772,13.316493226372971,529.205274105072,529.205274105072,trailing_ma_cross,20D,27,-0.7797769643686796,1128028288.0
11,TSLA,equity,2024-09-20,2024-10-14,241.63036709275394,220.07536756439285,14,78363ad1-78a8-4a18-9737-0d729518fb25,02f381dc-568b-41f9-9514-5ee23db64d69,-304.7268995358429,4.56951053083373,1,1.8840680237292384,2.4820477539503587,1,1.0728381150583512,2.9569061387875895,216.918390750885,216.918390750885,trailing_ma_cross,20D,24,-0.8722491163865739,16856284160.0
12,META,equity,2024-09-20,2024-11-18,560.2267277558552,556.7854219984581,10,b8b5a909-2301-437b-bc0f-d7525fecb732,4c6e3c35-d9eb-4571-a92f-ce34887f811d,-40.3426622563679,4.048709925986292,1,2.828422241223806,4.569798199891649,1,3.101182441172924,5.9296046823967306,522.2047553062439,522.2047553062439,trailing_ma_cross,20D,59,-0.09050834387820655,5616824320.0
13,NVDA,equity,2024-10-15,2024-12-11,137.93813079288702,137.29867103623684,62,b2cb2430-f2b2-4853-bcfc-dc776bffbc86,434561a6-ce72-4c1d-9642-28278150a54c,-49.380208545947,4.942023508567415,1,5.081716018574926,4.464878701384385,1,4.651987615060733,9.73370363363566,126.02260208129883,126.02260208129883,trailing_ma_cross,20D,57,-0.05366608332102712,33491732480.0
14,CRM,equity,2024-09-25,2025-01-07,270.52140064466886,330.4853058141209,28,00098730-b9b6-4c81-a34c-3425c80e0817,094a3852-84f4-4496-b576-1995f28e4fb0,1674.895703174077,2.639616728246514,1,2.7568638023780396,0.4446047164635569,1,1.3367777682027442,4.093641570580784,253.2476828098297,253.2476828098297,trailing_ma_cross,20D,104,3.4713954310699466,1750267008.0
15,TSLA,equity,2024-10-28,2025-01-10,270.0169460304742,391.2572763745925,24,1fb63297-4f35-4a4e-9832-1db9c14f66ee,90d64c4c-69e4-4966-a348-8f3f953c6525,2904.350168292149,0.6276307583020526,1,1.0547709278927642,3.646334290173419,1,4.362989038797906,5.41775996669067,240.43366050720215,240.43366050720215,data_missing,20D,74,4.098271310965216,20251525120.0
16,AMZN,equity,2024-10-31,2025-01-10,190.59659783421435,221.3637997181856,78,5069272a-9f93-467c-9d56-5e0b2a918f11,f7e9e822-8ec6-479a-ba76-7ba950393384,2382.3694398517837,4.545867926907555,1,8.244783759470446,4.344215333015793,1,9.227523338502802,17.47230709797325,183.01334846019745,183.01334846019745,data_missing,20D,71,4.057258355421013,5603308032.0
